,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
18788,80000000.0,Secondary,Профсоюзная,18.0,Moscow,5.0,198.0,90.0,52.0,13.0,23,Without renovation
18789,6474601.0,New building,Красногвардейская,12.0,Moscow region,1.0,34.44,11.4,14.4,12.0,20,Cosmetic
18790,45479000.0,Secondary,ЗИЛ,21.0,Moscow,3.0,90.3,47.8,14.1,10.0,15,Without renovation
18791,8827650.0,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,20.0,16,Cosmetic
18792,11202400.0,New building,Депо,19.0,Moscow,2.0,63.65,24.8,17.9,2.0,11,Cosmetic
18793,12344300.0,New building,Братиславская,13.0,Moscow,2.0,69.35,28.1,21.3,13.0,16,Cosmetic
18794,12700000.0,Secondary,Алексеевская,14.0,Moscow,2.0,42.0,26.0,6.0,3.0,5,Cosmetic
18795,8400000.0,Secondary,Локомотив,17.0,Moscow,0.0,24.0,10.0,5.0,3.0,39,Designer
18796,9869460.0,New building,Котельники,7.0,Moscow region,2.0,61.8,24.2,21.4,4.0,17,Cosmetic
18797,6967240.0,New building,Красногвардейская,16.0,Moscow region,2.0,53.46,31.9,6.5,17.0,20,Cosmetic
18798,11500000.0,Secondary,Силикатная,27.0,Moscow,2.0,51.2,25.1,14.5,6.0,15,European-style renovation
18799,3900000.0,Secondary,Щелковская,12.0,Moscow,0.0,11.6,8.0,2.0,1.0,9,European-style renovation
18800,12440000.0,New building,Битца,12.0,Moscow region,3.0,89.0,47.1,25.4,3.0,9,Cosmetic
18801,4824268.0,New building,Красногвардейская,12.0,Moscow region,1.0,37.03,12.0,15.1,10.0,20,Cosmetic
18802,38000000.0,Secondary,Баррикадная,9.0,Moscow,3.0,89.5,62.1,8.0,2.0,8,Without renovation
18803,26780000.0,Secondary, Воробьёвы горы,8.0,Moscow,2.0,46.0,26.0,15.0,17.0,41,European-style renovation
18804,5104890.0,New building,Братиславская,13.0,Moscow,0.0,27.01,17.1,8.9,14.0,16,Cosmetic
18805,8350000.0,Secondary,Владыкино,13.0,Moscow,0.0,19.8,13.7,5.0,4.0,35,Cosmetic
18806,11229420.0,New building,Зябликово,3.0,Moscow region,2.0,63.3,35.8,11.2,3.0,14,Cosmetic
18807,17000000.0,Secondary,Отрадное,22.0,Moscow,4.0,78.1,52.0,9.0,9.0,16,Designer
18808,8260000.0,Secondary,Медведково,17.0,Moscow,0.0,30.0,20.0,5.0,1.0,6,Cosmetic
18809,15009120.0,New building,Братиславская,13.0,Moscow,3.0,89.34,47.3,14.0,3.0,16,Cosmetic
18810,170000000.0,Secondary, Деловой центр,2.0,Moscow,5.0,190.4,10.0,22.4,44.0,73,Designer
18811,27900000.0,Secondary, Кутузовская,12.0,Moscow,2.0,55.0,40.0,4.0,20.0,43,Without renovation
18812,25814040.0,Secondary, Рижская,14.0,Moscow,2.0,66.36,35.7,12.1,8.0,55,European-style renovation
18813,5521899.0,New building,Жулебино,14.0,Moscow region,2.0,35.62,21.5,6.6,14.0,14,Cosmetic
18814,27000000.0,Secondary,Динамо,8.0,Moscow,5.0,66.2,40.0,20.0,7.0,6,Without renovation
18815,3850000.0,Secondary,Гражданская,7.0,Moscow,0.0,19.0,16.0,8.2,1.0,5,Without renovation
18816,55464261.0,Secondary, Нагатинская,15.0,Moscow,5.0,119.5,66.4,4.4,26.0,26,Without renovation
18817,161550000.0,Secondary,Сретенский бульвар,5.0,Moscow,4.0,179.5,111.0,30.0,4.0,5,Without renovation
18818,8375730.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,4.0,16,Cosmetic
18819,8381340.0,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,3.0,11,Cosmetic
18820,5292100.0,New building,Красногвардейская,5.0,Moscow region,1.0,37.4,21.0,7.7,2.0,20,Cosmetic
18821,4313675.0,New building,Красногвардейская,11.0,Moscow region,0.0,26.69,12.3,5.0,2.0,20,Cosmetic
18822,60850000.0,Secondary,Раменки,9.0,Moscow,4.0,129.1,72.3,18.2,2.0,28,Without renovation
18823,21900000.0,Secondary,Народное Ополчение,24.0,Moscow,2.0,54.0,28.0,12.0,12.0,49,Without renovation
18824,14561750.0,New building,Перерва,17.0,Moscow,3.0,78.5,40.8,22.5,10.0,23,Cosmetic
18825,74000000.0,Secondary,Цветной бульвар,9.0,Moscow,3.0,108.0,77.0,12.2,4.0,13,Designer
18826,12350000.0,Secondary,Отрадное,10.0,Moscow,1.0,37.9,18.0,8.4,13.0,17,Cosmetic
18827,7304760.0,New building,Котельники,17.0,Moscow region,1.0,39.4,11.2,19.6,17.0,17,Cosmetic
18828,10403950.0,New building,Красногвардейская,5.0,Moscow region,3.0,82.9,44.0,13.5,13.0,20,Cosmetic
18829,13400000.0,Secondary,Теплый Стан,14.0,Moscow,2.0,47.3,33.9,6.2,6.0,12,Without renovation
18830,9846549.0,Secondary, Бунинская аллея,18.0,Moscow,1.0,33.3,12.1,9.8,8.0,30,Cosmetic
18831,12495000.0,Secondary,Кантемировская,6.0,Moscow,1.0,38.9,17.8,10.2,8.0,14,Without renovation
18832,6211089.0,New building,Красногвардейская,11.0,Moscow region,2.0,47.4,29.1,9.2,6.0,20,Cosmetic
18833,6013301.0,New building,Битца,13.0,Moscow region,1.0,37.03,20.9,9.7,12.0,9,Cosmetic
18834,6933600.0,New building,Депо,19.0,Moscow,1.0,38.52,16.0,10.0,12.0,11,Cosmetic
18835,8428000.0,New building,Депо,19.0,Moscow,1.0,43.0,23.9,10.2,9.0,11,Cosmetic
18836,7549836.0,New building,Красногвардейская,5.0,Moscow region,2.0,59.5,32.2,11.6,12.0,20,Cosmetic
18837,5041250.0,New building,Депо,19.0,Moscow,0.0,27.25,17.6,8.9,5.0,11,Cosmetic
18838,9370000.0,Secondary, Нижегородская,10.0,Moscow,6.0,25.4,15.0,8.7,13.0,27,Cosmetic
18839,8882198.0,New building,Битца,13.0,Moscow region,3.0,80.82,43.0,13.3,9.0,9,Cosmetic
18840,5900000.0,Secondary,Беговая,9.0,Moscow,0.0,12.0,8.4,7.6,5.0,5,European-style renovation
18841,8844162.0,New building,Битца,13.0,Moscow region,2.0,66.31,35.7,12.1,9.0,9,Cosmetic
18842,8463360.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,7.0,11,Cosmetic
18843,39000000.0,Secondary,Зюзино,13.0,Moscow,3.0,117.2,55.2,12.0,20.0,24,Designer
18844,42818000.0,Secondary,Чеховская,3.0,Moscow,2.0,54.2,29.5,18.1,5.0,6,Designer
18845,6987000.0,New building,Котельники,9.0,Moscow region,1.0,41.1,15.7,9.7,15.0,17,Cosmetic
18846,34000000.0,Secondary,Академическая,12.0,Moscow,4.0,102.0,61.0,10.0,8.0,12,Cosmetic
18847,5736000.0,New building,Депо,19.0,Moscow,0.0,28.68,16.6,9.0,2.0,11,Cosmetic
18848,6450000.0,Secondary,Ботанический сад,20.0,Moscow,0.0,24.6,23.0,8.7,4.0,17,Without renovation
18849,11046570.0,New building,Депо,19.0,Moscow,2.0,62.41,33.7,11.8,15.0,11,Cosmetic
18850,5903710.0,New building,Зябликово,9.0,Moscow region,1.0,41.9,23.3,10.1,16.0,14,Cosmetic
18851,5700000.0,Secondary,Селигерская,12.0,Moscow,0.0,18.0,10.0,4.0,1.0,10,Cosmetic
18852,6317566.0,New building,Красногвардейская,11.0,Moscow region,3.0,51.2,33.1,6.4,12.0,20,Cosmetic
18853,11321750.0,New building,Депо,19.0,Moscow,2.0,63.25,34.1,11.9,7.0,11,Cosmetic
18854,4786570.0,New building,Алма-Атинская,13.0,Moscow region,2.0,52.27,28.6,11.0,4.0,16,Cosmetic
18855,28000000.0,Secondary,Аминьевская,11.0,Moscow,2.0,58.0,25.0,18.0,34.0,37,Designer
18856,13900000.0,Secondary,Бабушкинская,25.0,Moscow,2.0,52.7,30.5,8.8,11.0,12,Cosmetic
18857,7352370.0,New building,Битца,13.0,Moscow region,2.0,56.34,30.6,11.3,14.0,9,Cosmetic
18858,14131260.0,New building,Депо,19.0,Moscow,3.0,87.23,51.8,15.3,2.0,11,Cosmetic
18859,8330351.0,New building,Красногвардейская,11.0,Moscow region,3.0,76.14,41.1,12.3,17.0,20,Cosmetic
18860,8359577.0,New building,Жулебино,14.0,Moscow region,3.0,79.47,42.7,16.4,15.0,14,Cosmetic
18861,15800000.0,Secondary,Алтуфьево,17.0,Moscow,2.0,52.0,31.0,9.5,2.0,12,European-style renovation
18862,14999900.0,Secondary,Варшавская (Коломенское),15.0,Moscow,1.0,44.3,15.9,17.6,6.0,8,Without renovation
18863,59990000.0,Secondary, Народное Ополчение,10.0,Moscow,4.0,108.6,57.0,15.6,38.0,58,Designer
18864,4729472.0,New building,Жулебино,13.0,Moscow region,2.0,33.68,19.6,5.7,10.0,14,Cosmetic
18865,7200000.0,Secondary, Румянцево,10.0,Moscow,6.0,24.5,11.5,5.0,6.0,23,Cosmetic
18866,16463777.0,New building,Каширская,4.0,Moscow,3.0,63.39,34.2,11.9,5.0,10,Cosmetic
18867,14000000.0,Secondary,Рабочий Посёлок,9.0,Moscow,1.0,38.6,20.0,10.0,3.0,12,Designer
18868,9400000.0,Secondary,Аэропорт,3.0,Moscow,0.0,17.8,12.0,5.0,4.0,4,Designer
18869,7063340.0,New building,Котельники,3.0,Moscow region,2.0,35.8,10.2,17.0,11.0,17,Cosmetic
18870,89133670.0,Secondary,Лужники,11.0,Moscow,2.0,75.0,50.0,10.0,5.0,6,Designer
18871,11412050.0,New building,Депо,19.0,Moscow,2.0,63.05,34.0,11.9,12.0,11,Cosmetic
18872,13650000.0,Secondary,Митино,13.0,Moscow,2.0,50.0,30.3,8.2,2.0,17,Cosmetic
18873,6134442.0,New building,Котельники,8.0,Moscow region,1.0,44.52,15.8,13.5,10.0,17,Cosmetic
18874,5800000.0,New building,Жулебино,7.0,Moscow region,1.0,37.9,14.8,12.3,19.0,14,Cosmetic
18875,10200000.0,Secondary,Ольховая,32.0,Moscow,1.0,44.0,16.9,11.5,7.0,12,European-style renovation
18876,15000000.0,Secondary,Маяковская,3.0,Moscow,0.0,25.0,17.0,3.0,2.0,8,European-style renovation
18877,12160400.0,New building,Братиславская,13.0,Moscow,2.0,70.7,33.2,14.5,14.0,16,Cosmetic
18878,88200000.0,Secondary,Новые Черемушки,12.0,Moscow,4.0,168.0,84.0,20.0,10.0,13,Designer
18879,11350000.0,Secondary,Свиблово,13.0,Moscow,1.0,38.0,20.0,10.0,5.0,14,Cosmetic
18880,7200000.0,Secondary,Нагатинский Затон,20.0,Moscow,0.0,17.0,8.0,4.0,17.0,18,Without renovation
18881,6819134.0,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,5.0,20,Cosmetic
18882,11000000.0,Secondary,Бульвар Рокоссовского,32.0,Moscow,2.0,44.0,29.0,6.0,3.0,5,Cosmetic
18883,11500000.0,Secondary,Царицыно,25.0,Moscow,1.0,43.9,19.0,10.0,10.0,11,Cosmetic
18884,6623360.0,New building,Красногвардейская,11.0,Moscow region,2.0,52.87,25.6,13.3,13.0,20,Cosmetic
18885,49800000.0,Secondary,Новаторская,14.0,Moscow,4.0,106.0,72.0,12.0,5.0,20,Designer
18886,37500000.0,Secondary, Шелепиха,13.0,Moscow,3.0,73.0,22.0,12.7,12.0,30,Designer
18887,67000000.0,Secondary, Арбатская,7.0,Moscow,3.0,102.9,12.4,15.2,3.0,9,Cosmetic
18888,11296210.0,New building,Депо,19.0,Moscow,2.0,62.41,33.7,11.8,15.0,11,Cosmetic
18889,9234000.0,New building,Депо,19.0,Moscow,1.0,46.17,25.5,10.5,13.0,11,Cosmetic
18890,120000000.0,Secondary,Давыдково,23.0,Moscow,5.0,170.0,97.0,20.0,19.0,25,Without renovation
18891,6876080.0,New building,Братиславская,13.0,Moscow,1.0,37.37,14.1,11.1,19.0,16,Cosmetic
18892,408603300.0,Secondary,Арбатская,11.0,Moscow,5.0,225.0,115.9,31.2,5.0,8,Designer
18893,17012998.0,New building,Варшавская,6.0,Moscow,3.0,70.92,38.0,12.5,5.0,15,Cosmetic
18894,6695000.0,Secondary,Некрасовка,18.0,Moscow,0.0,37.0,20.8,9.7,2.0,18,Cosmetic
18895,8499720.0,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,12.0,16,Cosmetic
18896,13400000.0,Secondary,Покровское,35.0,Moscow,2.0,65.0,34.0,12.0,11.0,17,Without renovation
18897,20200000.0,Secondary,Покровское,35.0,Moscow,3.0,110.0,52.8,18.8,2.0,17,Without renovation
18898,4438210.0,New building,Красногвардейская,11.0,Moscow region,0.0,26.69,12.3,5.0,15.0,20,Cosmetic
18899,5211306.0,New building,Красногвардейская,14.0,Moscow region,1.0,47.71,26.3,10.6,4.0,20,Cosmetic
18900,28000000.0,Secondary,Хорошёвская,13.0,Moscow,1.0,43.0,17.0,13.0,15.0,24,Designer
18901,5600393.0,New building,Красногвардейская,11.0,Moscow region,2.0,39.84,26.3,5.0,2.0,20,Cosmetic
18902,69000000.0,Secondary,Аминьевская,10.0,Moscow,4.0,145.0,91.7,24.6,8.0,25,Without renovation
18903,10092984.0,New building,Зябликово,9.0,Moscow region,2.0,63.5,30.5,14.0,2.0,14,Cosmetic
18904,6550000.0,Secondary,Окружная,3.0,Moscow,0.0,17.8,14.0,2.8,2.0,5,Cosmetic
18905,17000000.0,Secondary,Нагатинский Затон,20.0,Moscow,2.0,34.3,22.8,3.6,15.0,18,Designer
18906,7696260.0,New building,Депо,13.0,Moscow,1.0,33.8,9.8,16.8,12.0,11,Cosmetic
18907,4149000.0,Secondary,Академическая,13.0,Moscow,0.0,12.5,8.5,7.7,1.0,5,Without renovation
18908,8107000.0,Secondary, Новые Черёмушки,11.0,Moscow,6.0,24.2,16.1,3.1,4.0,29,Cosmetic
18909,11650000.0,Secondary,Савеловская,18.0,Moscow,0.0,23.2,11.1,6.0,10.0,14,Cosmetic
18910,5863664.0,New building,Котельники,8.0,Moscow region,1.0,44.49,17.0,11.3,1.0,17,Cosmetic
18911,10914361.0,Secondary, Прокшино,14.0,Moscow,1.0,34.6,12.0,12.1,3.0,15,Cosmetic
18912,357000000.0,Secondary,Новослободская,8.0,Moscow,5.0,343.7,175.9,30.0,1.0,3,Without renovation
18913,30376960.0,Secondary, Коммунарка,10.0,Moscow,5.0,139.6,60.8,43.6,10.0,17,European-style renovation
18914,33310000.0,Secondary,ЗИЛ,22.0,Moscow,3.0,75.3,40.2,12.9,12.0,15,European-style renovation
18915,3752401.0,New building,Жулебино,14.0,Moscow region,0.0,21.39,10.4,4.6,15.0,14,Cosmetic
18916,7975970.0,New building,Жулебино,8.0,Moscow region,3.0,78.97,42.1,13.2,8.0,14,Cosmetic
18917,10192110.0,New building,Депо,19.0,Moscow,2.0,56.31,31.2,9.0,9.0,11,Cosmetic
18918,12800000.0,Secondary,Некрасовка,9.0,Moscow,1.0,45.2,15.0,20.0,18.0,25,Designer
18919,12970000.0,Secondary,Лефортово,15.0,Moscow,2.0,38.7,23.9,6.5,5.0,12,Without renovation
18920,6800000.0,New building,Кантемировская,30.0,Moscow region,2.0,44.0,24.4,17.6,13.0,14,Cosmetic
18921,5273538.0,New building,Алма-Атинская,12.0,Moscow region,2.0,52.19,28.5,11.0,8.0,16,Cosmetic
18922,8611696.0,New building,Битца,13.0,Moscow region,2.0,61.96,33.5,11.8,10.0,9,Cosmetic
18923,289000000.0,Secondary,Фрунзенская,6.0,Moscow,2.0,119.0,62.3,6.0,4.0,14,Designer
18924,48000000.0,Secondary,Деловой центр,1.0,Moscow,0.0,58.0,31.5,15.0,77.0,97,Designer
18925,13345709.0,Secondary, Бунинская аллея,18.0,Moscow,2.0,55.8,28.7,13.2,21.0,30,Cosmetic
18926,239000000.0,Secondary,Маяковская,7.0,Moscow,4.0,238.0,126.0,12.0,7.0,9,Designer
18927,3849041.0,New building,Красногвардейская,12.0,Moscow region,0.0,23.97,19.5,8.6,3.0,20,Cosmetic
18928,9727384.0,Secondary, Опалиха,7.0,Moscow region,1.0,42.4,23.6,10.1,6.0,6,Cosmetic
18929,52000000.0,Secondary,Шелепиха,17.0,Moscow,4.0,100.0,52.7,18.0,18.0,24,Without renovation
18930,4732446.0,New building,Котельники,8.0,Moscow region,0.0,31.44,12.8,5.0,6.0,17,Cosmetic
18931,4100000.0,Secondary,Соколиная Гора,16.0,Moscow,0.0,16.8,12.8,2.0,1.0,5,Without renovation
18932,23000000.0,Secondary,Тульская,24.0,Moscow,2.0,70.7,45.0,10.0,3.0,9,European-style renovation
18933,42700000.0,Secondary, Молодёжная,6.0,Moscow,3.0,110.0,60.0,11.5,36.0,40,Designer
18934,13500000.0,Secondary,Авиамоторная,10.0,Moscow,2.0,45.0,30.0,6.5,4.0,8,European-style renovation
18935,10946393.0,Secondary, Опалиха,7.0,Moscow region,1.0,42.4,23.6,10.1,2.0,6,Cosmetic
18936,9226500.0,New building,Братиславская,13.0,Moscow,2.0,61.51,28.2,16.4,19.0,16,Cosmetic
18937,5039063.0,New building,Жулебино,14.0,Moscow region,2.0,33.99,10.5,4.2,8.0,14,Cosmetic
18938,8600000.0,Secondary, Тульская,11.0,Moscow,0.0,23.7,14.1,8.6,1.0,4,European-style renovation
18939,9556776.0,New building,Красногвардейская,5.0,Moscow region,3.0,82.8,44.0,13.5,1.0,20,Cosmetic
18940,18000000.0,Secondary,Шелепиха,13.0,Moscow,1.0,30.0,10.0,10.0,28.0,53,Without renovation
18941,6667638.0,New building,Красногвардейская,5.0,Moscow region,2.0,52.4,28.6,9.7,2.0,20,Cosmetic
18942,79000000.0,Secondary, Пролетарская,1.0,Moscow,0.0,270.0,138.6,29.0,15.0,16,Without renovation
18943,8450000.0,Secondary,Пражская,19.0,Moscow,1.0,36.5,19.9,8.1,1.0,16,Without renovation
18944,10500000.0,Secondary,Коммунарка,26.0,Moscow,1.0,34.0,16.0,10.0,8.0,14,Cosmetic
18945,11507000.0,New building,Домодедовская,15.0,Moscow region,3.0,68.9,37.0,6.7,4.0,15,Cosmetic
18946,10971920.0,New building,Депо,19.0,Moscow,2.0,61.64,28.5,16.7,12.0,11,Cosmetic
18947,7900000.0,Secondary,Щербинка,26.0,Moscow,1.0,37.2,16.0,11.0,17.0,21,Cosmetic
18948,7500000.0,Secondary, Митино,12.0,Moscow region,1.0,57.0,20.6,12.0,1.0,10,Cosmetic
18949,179000000.0,Secondary, Новослободская,8.0,Moscow,5.0,200.0,103.2,23.2,4.0,13,Without renovation
18950,250000000.0,Secondary, Новокузнецкая,11.0,Moscow,3.0,142.8,30.0,18.5,6.0,8,Designer
18951,10750000.0,Secondary,Щелковская,22.0,Moscow,1.0,33.9,18.0,9.0,4.0,22,Cosmetic
18952,12500000.0,Secondary, Стахановская,15.0,Moscow,1.0,51.4,25.3,8.0,4.0,5,Cosmetic
18953,5100000.0,New building,Домодедовская,13.0,Moscow region,0.0,27.0,17.1,6.0,3.0,15,Cosmetic
18954,20100000.0,Secondary,Рязанский проспект,6.0,Moscow,4.0,100.0,71.0,8.5,4.0,5,Without renovation
18955,6366360.0,New building,Котельники,10.0,Moscow region,1.0,41.34,13.0,16.0,5.0,17,Cosmetic
18956,4473000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,14.2,9.3,7.8,5.0,9,European-style renovation
18957,12190350.0,New building,Депо,19.0,Moscow,2.0,67.35,36.2,12.2,14.0,11,Cosmetic
18958,7442378.0,New building,Красногвардейская,12.0,Moscow region,2.0,55.76,30.0,13.7,12.0,20,Cosmetic
18959,6300000.0,Secondary,Окская,15.0,Moscow,0.0,16.5,13.0,3.0,4.0,5,Cosmetic
18960,5471620.0,New building,Красногвардейская,5.0,Moscow region,1.0,41.8,23.3,10.1,15.0,20,Cosmetic
18961,25800000.0,Secondary, Киевская,5.0,Moscow,2.0,49.0,28.0,10.0,30.0,41,European-style renovation
18962,9823880.0,New building,Красногвардейская,5.0,Moscow region,3.0,83.0,44.1,9.5,11.0,20,Cosmetic
18963,12750000.0,Secondary, Солнцево,6.0,Moscow,0.0,53.9,26.9,9.7,19.0,22,Without renovation
18964,28829158.0,Secondary, Бульвар Адмирала Ушакова,8.0,Moscow,5.0,125.7,78.1,16.5,4.0,16,European-style renovation
18965,5791399.0,New building,Красногвардейская,12.0,Moscow region,1.0,36.04,14.2,9.7,13.0,20,Cosmetic
18966,6820786.0,New building,Красногвардейская,12.0,Moscow region,2.0,55.02,29.0,13.6,12.0,20,Cosmetic
18967,4562450.0,New building,Алма-Атинская,13.0,Moscow region,2.0,47.71,26.3,10.6,6.0,16,Cosmetic
18968,11900000.0,New building,Битца,12.0,Moscow region,2.0,83.0,44.1,13.5,5.0,9,Cosmetic
18969,6406940.0,New building,Красногвардейская,5.0,Moscow region,2.0,56.9,30.9,9.2,13.0,20,Cosmetic
18970,11700000.0,Secondary,Перово,19.0,Moscow,2.0,38.0,23.0,6.4,3.0,12,European-style renovation
18971,234370000.0,Secondary, Площадь Революции,2.0,Moscow,3.0,111.64,48.7,27.1,3.0,4,Designer
18972,24750000.0,Secondary,ЗИЛ,18.0,Moscow,2.0,54.1,29.5,11.1,6.0,16,European-style renovation
18973,7805280.0,New building,Депо,19.0,Moscow,1.0,38.64,21.7,9.8,2.0,11,Cosmetic
18974,11604250.0,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,22.0,11,Cosmetic
18975,44590000.0,Secondary,Парк Победы,8.0,Moscow,3.0,77.2,45.0,9.0,7.0,11,Designer
18976,4261736.0,New building,Красногвардейская,11.0,Moscow region,0.0,25.38,16.1,8.7,11.0,20,Cosmetic
18977,11054560.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,3.0,16,Cosmetic
18978,19316147.0,New building,Каширская,4.0,Moscow,3.0,71.37,38.2,12.5,13.0,10,European-style renovation
18979,17807852.0,Secondary, Строгино,19.0,Moscow region,3.0,76.05,40.5,16.9,21.0,24,European-style renovation
18980,18400000.0,Secondary,Яхромская,13.0,Moscow,2.0,60.1,34.4,10.8,7.0,5,Cosmetic
18981,5949500.0,Secondary, Окская,14.0,Moscow,0.0,16.3,13.8,8.0,3.0,5,European-style renovation
18982,17100000.0,Secondary,Селигерская,6.0,Moscow,2.0,52.0,30.0,8.0,10.0,17,Cosmetic
18983,90000000.0,Secondary,Смоленская,6.0,Moscow,3.0,98.5,51.9,14.8,3.0,4,Designer
18984,14715000.0,Secondary,Автозаводская,13.0,Moscow,1.0,43.8,23.5,11.7,5.0,12,Cosmetic
18985,99000000.0,Secondary,Терехово (Мнёвники),4.0,Moscow,4.0,149.0,74.0,20.0,5.0,10,Without renovation
18986,54000000.0,Secondary,Динамо,12.0,Moscow,4.0,124.0,64.8,16.9,18.0,36,European-style renovation
18987,28021950.0,Secondary, Коммунарка,10.0,Moscow,5.0,122.1,60.0,26.0,10.0,17,European-style renovation
18988,8823630.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,11.0,16,Cosmetic
18989,4580230.0,New building,Жулебино,14.0,Moscow region,0.0,21.87,10.5,4.2,17.0,14,Cosmetic
18990,8693520.0,New building,Депо,13.0,Moscow,1.0,35.6,10.1,17.0,5.0,11,Cosmetic
18991,6865950.0,New building,Красногвардейская,5.0,Moscow region,2.0,52.5,28.7,11.0,14.0,20,Cosmetic
18992,15500000.0,Secondary,Мнёвники,14.0,Moscow,2.0,46.4,26.8,6.1,1.0,9,European-style renovation
18993,4017878.0,New building,Кантемировская,20.0,Moscow region,0.0,25.23,10.6,5.0,15.0,14,Cosmetic
18994,61965000.0,Secondary,Шаболовская,17.0,Moscow,4.0,138.0,60.0,30.0,21.0,30,Without renovation
18995,4788494.0,New building,Красногвардейская,11.0,Moscow region,2.0,35.68,22.7,5.0,15.0,20,Cosmetic
18996,8910810.0,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,10.0,11,Cosmetic
18997,5900000.0,New building,Котельники,30.0,Moscow region,1.0,19.8,14.0,3.0,9.0,17,Cosmetic
18998,8419280.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,11.0,11,Cosmetic
18999,18250000.0,Secondary,Лианозово,41.0,Moscow,2.0,58.5,24.9,19.8,31.0,33,European-style renovation
19000,9300000.0,Secondary,Коптево,14.0,Moscow,1.0,35.0,19.0,10.0,9.0,16,Cosmetic
19001,8300000.0,Secondary, Опалиха,5.0,Moscow region,1.0,44.0,18.0,11.6,10.0,25,Cosmetic
19002,6585600.0,New building,Котельники,9.0,Moscow region,1.0,39.2,14.5,11.5,18.0,17,Cosmetic
19003,3962996.0,New building,Жулебино,13.0,Moscow region,0.0,23.89,15.5,8.6,9.0,14,Cosmetic
19004,105000000.0,Secondary,Крылатское,12.0,Moscow,4.0,191.0,98.0,16.0,10.0,23,European-style renovation
19005,49900000.0,Secondary, Крылатское,9.0,Moscow,0.0,162.0,70.0,39.0,15.0,35,Without renovation
19006,8614200.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,9.0,11,Cosmetic
19007,5497447.0,New building,Жулебино,14.0,Moscow region,2.0,35.42,23.2,3.2,14.0,14,Cosmetic
19008,11167235.0,New building,Зябликово,9.0,Moscow region,2.0,57.8,29.7,13.4,6.0,14,Cosmetic
19009,357000000.0,Secondary, Маяковская,10.0,Moscow,5.0,357.0,20.0,36.2,3.0,3,Without renovation
19010,16750000.0,Secondary,Нагорная,23.0,Moscow,3.0,80.0,52.0,10.0,3.0,8,Cosmetic
19011,5737964.0,New building,Красногвардейская,12.0,Moscow region,1.0,34.44,11.4,14.4,10.0,20,Cosmetic
19012,19892788.0,New building,Каширская,4.0,Moscow,3.0,74.35,39.7,12.8,8.0,10,European-style renovation
19013,270250000.0,Secondary,Фрунзенская,10.0,Moscow,6.0,208.9,170.0,30.0,16.0,15,Without renovation
19014,6998547.0,New building,Красногвардейская,11.0,Moscow region,3.0,58.34,38.1,4.7,13.0,20,Cosmetic
19015,6760000.0,Secondary,Окружная,5.0,Moscow,0.0,25.1,16.0,8.7,1.0,5,Cosmetic
19016,95000000.0,Secondary, Раменки,1.0,Moscow,4.0,201.0,100.0,15.0,14.0,23,Designer
19017,10500000.0,Secondary,Водный стадион,12.0,Moscow,1.0,35.2,20.2,9.0,11.0,12,Cosmetic
19018,9900000.0,Secondary,Коммунарка,14.0,Moscow,1.0,32.4,16.0,12.0,7.0,15,Cosmetic
19019,54000000.0,Secondary,Сухаревская,5.0,Moscow,3.0,116.0,67.0,15.0,3.0,8,European-style renovation
19020,16500000.0,Secondary,Коммунарка,39.0,Moscow,3.0,70.2,40.8,22.2,7.0,17,Designer
19021,299000000.0,Secondary,Краснопресненская,6.0,Moscow,4.0,210.0,108.3,24.0,5.0,14,Designer
19022,11953500.0,New building,Братиславская,5.0,Moscow,2.0,61.3,21.9,15.8,7.0,16,Cosmetic
19023,17484281.0,New building,Варшавская,6.0,Moscow,2.0,65.96,35.5,12.1,6.0,15,European-style renovation
19024,6176319.0,New building,Битца,13.0,Moscow region,1.0,42.63,23.7,10.2,17.0,9,Cosmetic
19025,18150000.0,Secondary,Беляево,7.0,Moscow,3.0,59.7,44.4,9.0,7.0,9,European-style renovation
19026,7103590.0,New building,Жулебино,13.0,Moscow region,2.0,54.22,28.6,13.9,7.0,14,Cosmetic
19027,186070000.0,Secondary, Улица 1905 года,6.0,Moscow,4.0,161.8,83.9,20.0,5.0,21,Designer
19028,145000000.0,Secondary, Ломоносовский проспект,13.0,Moscow,5.0,216.6,111.6,24.6,20.0,38,Designer
19029,7896558.0,New building,Жулебино,13.0,Moscow region,2.0,54.41,28.6,13.6,17.0,14,Cosmetic
19030,4315113.0,New building,Зябликово,7.0,Moscow region,0.0,26.1,11.7,5.6,4.0,14,Cosmetic
